Review	Liked
This week's Power Marketers Working Group conference call will be held on  Wednesday, March 28th, at 2:00 p.m. (EST). To access the call, dial  1-800-937-6563. Ask for the Julie Simon/EPSA Call.	0
The company shipped my product very promptly and it works well.	1
Lois, its time to call Kindle customer service - 866-321-8851.  If youre still under warranty theyll probably replace it even if you dropped it - if not they might offer you $75 towards a new Kindle.	1
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.	2
i don't know what it is about having a girlfriend, but it is the best way to  meet other girls.  is she hot?  maybe we could meet up one night or something  like that.  how was your weekend?  i went to the cook off both nights and had  a blast.  how old i	0
page numbers are nice, also!	1
I found this feature to be so helpful while reading Georgette Heyer books... there are so many archaic phrases, etc..  Yay, Kindle!!Although I find if I go to a 2nd page of a definition, I cant find my way back to my book and have to close it and open it again. Duh.	1
Ive got one of these and love it. Ive also got the green variant, Johnny.	1
The refried beans that came with my meal were dried out and crusty and the food was bland.	2
The service was terrible though.	2
The seasonal fruit was fresh white peach puree.	1
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.	1
Steve Merriss has joined the Real Time group effective today, March 19th.  Steve is a graduate of the University of Oregon with a BS in Economics, and  worked as a CPA prior to joining the Real Time group. Please join me in  welcoming Steve to Enron's West Desk.	0
My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.	1
Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.	1
bondir instantly becomes one of my fave restaurants in boston i must say the meal was exquisite food was well executed loved the ambience cozy intimate great service waiters were extremely knowledgeable and friendly impressive wine list 09 st urbanshof oekonomierat nic weis mosel germany riesling as good as it gets smooth sweet delicious its always a good night when the wine is delicious instead of appetizers bondir offers half portions of the entrees this allows you try more variaty of their dishes everything is homemade here we had breads 9 grain the sea barley flour with hops and summer herbs the sea was awesome made of seaweed roasted shallotpistachio tart summer vegetable mignardises rye berries herbs sorrel mustard oil toasted pistachio powder buckwheat rigatoni braised chicken and chanterelle mushroom ragu with lavender garlic scapes smoked scamorza this was my fave dish the chicken was amazingly tender scituate striped bass wax beans roasted fresh onion guinea hog prosciutto burnt tomato pure bronze fennel seed lavash red wheat spaghetti cacio e pepe australian perigord truffle parmigiano fresh pecorino long pepper lychee sorbet chocolate panna cotta bitter orange mostarda angelica gel cocoa nibs and pistachio i had an amazing night here perfect for 1st date she will be impressed	1
Thus far, have only visited twice and the food was absolutely delicious each time.	1
i was just kidding.  you are easy to tease.	0
Needless to say, I won't be going back anytime soon.	2
Who does Enron prefer to hold the money?	0
Its well-designed and very sharp -- the blue is a very nice color.	1
brunch may be one of those american institutions that seems like it shouldnt be messed with especially with staples like bacon and sausage forget the meat really veggie galaxy proves you dont need it to get the best brunch in the boston area i had the eggs benedict my standby when trying a new breakfast place veggie galaxy takes a unique approach with herbed tomatoes pickled onions and chipotle hollandaise with a large helping of outofthisworld homefries pun intended my boyfriend had the memorial drive omelet which includes veggie chorizo so flavorful you dont notice its made of soy we ended the meal with an amazing slice of vegan sweet potato carrot cake i will come back here my next time in boston	1
My understanding is that Hebert doesn't have the legal authority (and the  filing never makes clear) to Suspend performance under the PPA (he probably  doesn't have the political support for this either). EPSA, however, could support this in its filing as a method to help move the  QF issue forward.	0
Don't miss it.	1
This if the first movie I've given a 10 to in years.	1
I was looking for this headset for a long time and now that I've got it I couldn't be happier.	1
this is the best chinese in the five college region the ingredients are always fresh and healthy and the service kind my only complaint is it is a little expensive but we have been coming here for five years and have a good time every time i recommend it especially in the amherst area and miss it now that we moved in a time where chinese is typically generic every dish here is a unique spin on the classics	1
love playing games on my kindle.	1
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.	2
One of the worst shows of all time.	2
People who like European films and art movies will like this movie.	1
this guy is a regular carl lewis	0
It's just painful!	2
how was your wedding on saturday?	0
Disappointing accessory from a good manufacturer.	2
just taking over for Vickie Coonts--she retired in Feb. Litigation and claims.	0
Do you know how to put an item back into archives and get it off the Droid?  I cant find this info anywhere.  :(	2
I can relate to this post : ) I actually took a picture of me reading my vintage first gen. kindle with my baby sleeping in my arms and a kitty on the armrest of the chair we were in :)	1
This film has no redeeming features.	2
We have received two charts attached to the November 9, 2000 prepared statement of Diane Jacob, a San Diego Supervisor, which shows retail prices per KWH for 1999 and 2000. In the transcript she refers to another chart -- one that supposedly shows outrageously excessive profits by traders. It would appear that we have the wrong chart. The missing chart is also the one referred to in Chairman Hoecker's questions to Enron. Could you try again to locate this profit chart and get it to us as soon as possible. We need it to evaluate the proposed responses.	0
just in case you didn't see it- 4 broncos made the 1st team all decade team.   elway is the starter and your boy in sf didn't even make 2nd team tim.	0
The casting is also horrible, cause all you see is a really really BAD Actors, period.	2
I LOVE that feature. Just wish it did better going online to facebook. Just impossible!	1
oh gyros of aladdin falafel corner how i love thee seriously this is as good as gyros can get at a very good price their gyros is at the right temperature the meat is juicy and flavorful it just all works its one of those places that you walk by and lures you inside with its yummygyros aromas i find this place irresistible and you will too	1
The deadline for replying to the 2001 Enron Law Conference is fast  approaching! Please go to http://lawconference.corp.enron.com and fill out  your Online RSVP Form. Don't forget to respond if you will be attending the  Thursday night awards dinner as well. Once you have submitted your RSVP  Form, you should receive a confirmation e-mail. Please review your  confirmation information and let me know if there are any changes.	0
it is sooooo awesome.	1
lame reply	0
But it wasn't until I watched this film that I realised how great he actually was.	1
I forgot to copy you ...	0
i was thinking a little younger	0
Please find attached a ppt presentation prepared by John Buechler as a follow up to a commitment made at the Governance Workshop. Listed below is an excerpt of the email that John outlined what he has done to respond to the request.	0
Customer service was terrible.	2
i felt fine.  i woke up at 5am to work out.  i guess you are just a candy  ass.  just kidding.  i have a dinner to go to tonight with some broker then i  am heading downtown.  i will give you a call this weekend.  have fun at the  wedding.	0
Dont waste your money...	2
The cast is good.	1
Fantastic earphones.	1
I agree w/ Annette... I love my Kindle, am willing to pay for certain books but pretty bummed that often the Kindle edition is more expensive than the actual book! This doesnt make much sense & disappoints every time I notice it. Otherwise yes there are great resources for free books...	1
Id like to teach the world to read, the perfect work of words, and ..., ..., ..., .....	1
The camera really likes her in this movie.	1
This is one of my favorite features and I use it all the time!	1
I was very uneasy with how bad this movie was, but not scared at all.	2
did you hear from that cougar jenny?	0
Wherever I go my Kindle goes with mne..Im so happy my daughter introduced me to it.	1
It was too predictable, even for a chick flick.	2
Battery is holding up well.	1
i purchased this camera as a novice user wanting to learn more	2
If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.	1
We'd definitely go back here again.	1
yeah baby i am in town this weekend.  i called the h.r. woman and she hasn't  called back.  i am gonna email her your resume.  it looked good.	0
i thought you sniffed that stuff on the weekend for fun anyway	0
What a piece of junk.. I lose more calls on this phone.	2
The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.	1
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.	1
is that nov. 30?  i probably cannot get there until fri.  i can get tickets	0
I love Lane, but I've never seen her in a movie this lousy.	2
Total brunch fail.	2
i think upstairs deserves credit simply based on its unique decor and ambiance its a great place for a special occasion or brunch i had the grilled sirloin and it was cooked perfectly was tender and juicy and was really delicious overall i have also come here for lunch and had their burger which was also very tasty	1
the nikon d50 was one of the few items i have ever bought where i went in somewhat skeptical and wound up being pleased more than i could imagine	2
This is my new fav Vegas buffet spot.	1
Just as good as when I had it more than a year ago!	1
a straightforward cup of drip is handbrewed by pouring very hot water into freshly ground beans into personal cups you couldnt get fresher unless you waited while the beans had been roasted lattes come in insanely mouth watering flavors for instance the madame x featuring earl grey infused white chocolate ganache or even the handsdown winner atticus finch that contains vanilla with burnt sugar make no mistake these are no cloying gimmicky drinks but rather artful blends subtly kissed with flavor you wont get a speedy cup here and be on your way like perfection takes time	1
Notice of your termination filing is attached.	0
Service is also cute.	1
It isn't even an achievement as a so-bad-it's-good or so-bad-it's-memorable movie.	2
It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.	1
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.	2
The following set of materials were sent last night to our 115 targeted  businesses.	0
Although I don't yet have all the facts, Steve Hall said that late yesterday (Friday) afternoon, the Governor exercised eminent domain over the IOU forward contracts that the PX had been in the process of auctioning to pay PX participants. I would like Bracewell to research at least the following two possible ways this action is unlawful. First, this violates the banking provisions of the PX tariff (Section 6). These provisions requires the PX to hold all PX accounts in trust for PX participants. Second, these are wholesale contracts and the State only has the right to exercise eminent domain concerning retail service. I don't have any law to support the second idea but think it should be researched nonetheless.	0
Never had anything to complain about here.	1
I think not again	2
I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.	1
Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	2
yum i ordered the nacho boy from nacho boy and it was nothing but pure unadulterated deliciousness roast beef avocado shrooms and melted swiss cheese stuffed inside a sourdough roll and made dirty you gotta get it dirty this is my new favorite sandwich call in your order or wait a hour in line and another half hour for the sandwich this ikes place is located inside the engineering building at stanford university i have also been to the one in sf this one is closer and just as good but parking was not ideal metered visitor parking sucks man i love sandwiches and i love ikes place	1
The cast is always entertaining as usual.	1
Radio is reporting that Gov Davis has requested primtime radio and TV today  for a historic announcement. Jeff and I are checking our sources to see if  we can get any info on it. Likely to be something on public takeover of  Transmission.	0
PLEASE TAKE ME OFF THIS LIST....	0
The selection was probably the worst I've seen in Vegas.....there was none.	2
it was ok.  i went to austin fri night and watched the ut game on sat.  how  was that wedding?  was it worth going up to neckville, oklahoma? are you  hitting the town this week?  let me know if you want to go get a drink.	0
This movie is also revealing.	1
The reception has been generally good.	1
Unless you're just out to visually collect all extant films of Austen's work, you can skip this one.	2
List of transmission providers needed to be harvested for West Desk	0
I don't think we'll be going back anytime soon.	2
The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.	1
The following are the people I could not locate or associate with a cost  center. Please let me know where to charge these: Christopher Harrison Electric Business Understanding 600.00 Teresa Carroll-Childers Electric Business Understanding 600.00 Betty Keenan Electric Business Understanding 600.00 James Zipperer Electric Business Understanding 600.00 Stacy Patton Derivatives I 800.00 Tim Rebhorn Derivatives I 800.00 Andrew Rodriguez Derivatives I 800.00 Noor Kaissi Derivatives II 800.00 John Dozier Wellhead to Burner Tip 600.00 Patrick Stafford Wellhead to Burner Tip 600.00 Rhonda Worthen Wellhead to Burner Tip 600.00 Hemmat Safwat Basic of Risk Management 600.00 Mary Hain Power Marketing 800.00 Alexia Elliott Fundamentals of Corp Finance 700.00 Rhonda Worthen Fundamentals of Corp Finance 700.00	0
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.	2
Another reason I love my Kindle.	1
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.	1
i will only say it is our party if it is fun.  if it sucks it is all you.     i am not going out tonight.  game is on at 8:30 and i will just watch it at  home.  i need my beauty sleep before the cruise.  my security guard  girlfriend doesn't have an emai	0
I let my girlfriend talk me into seeing this - bad idea, we both hated it.	2
I have this one!  Violet and Barley.  Love it!	1
Decent commercial, i wish i knew why you do these soft sale pitches, the kindle  rocks and deserves better, show people how great the KINDLE is!	1
The attached document (ENRON230MWFinal-CaseJ.doc) contains the recommended interconnection study requirements/costs for the six new LVCOGEN units. Let me know if you have any questions concerning this report addendum.	0
Very very fun chef.	1
did you talk to max?  what night should we go out?  if we only go out 1 night  i vote sat.  if we go out both that is cool too.  what time is cu/csu?	0
Works great!.	1
definately.  let me know when you get back and we can go.  have fun.   hopefully you won't hit any hurricanes.	0
10/10/2018	1
did you call for me at work today?	0
My Kindle was the best thing for my eyes!  I love to read, but often didnt because my eyes would tire so quickly, no longer the case!	1
Very poor service.	2
I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.	2
i had been looking for a long time	2
This is not public information yet but, assuming Tim gives his final okay, a guy will be joining the trading floor to develop a renewable market including a portfolio, trading, an index, auction, an Enron Online product, etc. He wants to formulate a well developed regulatory policy approach and has agreed to draft up some bullet points for our use and has had preliminary meetings with various groups in Houston including Jeff Keeler. He also wants to enlist the assistance of government affairs. I suggested he do a presentation at our next government affairs meeting. Are we still having people do presentations at our meetings? Could we fit him in?	0
they are so funny	0
I agree with Jessica, this movie is pretty bad.	2
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.	2
To all of our esteemed & prized Internet Banking (IBS) Clients:You probably have begun to wonder does anyone ever return phone calls (or e-mails). We really do but have been holed up trying to complete this project ASAP. We knew that this might upset some clients, but we found that this is the quickest way to fix this problem and get our users back on-line.	0
Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.	1
Bad Purchase.	2
The story is also both funny and poignant at times.	1
Editing: The editing of this film was phenomenal in my opinion.	1
have you partying this week already with Shawn? that was a mistake.  i don't know what i was thinking.  i need to sta	0
Their monster chicken fried steak and eggs is my all time favorite.	1
Following is PNGC's Response to Data Request DS-PN:003.	0
Poor Construction.	2
Love my Kindle! Best thing ever!!!	1
the ribeye is the best for the greatest steak in town	1
But then they came back cold.	2
I love this place.	1
Portland General Electric (PGE) has a request for proposals (RFP) that EPMI wants to submit an offer on. PGE is essentially seeking a fixed price for 50-200 MW 'round the clock for five years starting in '02 at Portland's system, the Mid-C, or COB South to North. Offers are due by March 28 and PGE has until April 5, 2001 to accept . I have told Mike that any deal with PGE has to be approved by FERC under the terms of EPMI's market based rate tariff. I have also told him that EPMI could either make the offer subject to FERC approval or take the regulatory risk that FERC would in some way change the benefits of any contract in PGE's favor. I would recommend the former. Ron - would you tell me how much you would charge to draft a FERC filing, for my review, in the event PGE accepts our offer? Jim - I intend to submit an RCR for this FERC filing. Is that okay?	0
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!	2
Please remind me to participate in Monday's RCR call.	0
We watched our waiter pay a lot more attention to other tables and ignore us.	2
When I opened the sandwich, I was impressed, but not in a good way.	2
Contract Lawyering Panel Discussion  WHEN: April 12, 2001 6:30 - 7:45 p.m.  WHO: Katherine Foldes Deborah Guyol Darsee Staley Philip Griffin  WHERE: Ater Wynne LLP 222 SW Columbia St. Suite 1800 Portland, OR 97201  WHAT: This event is free and open to all new lawyers. FREE pizza and  refreshments will be served.  Contact Peggy Miller at the Oregon State Bar at (503) 620-0222 or  1-800-452-8260, ext. 384 to register or email pmiller@osbar.org	0
I love mine!	1
I only hear garbage for audio.	2
I LOVED it!	1
You wont regret it!	1
which telas?  the one on shepard or near montrose?	0
Love this feature!	1
The stories were powerful explorations of the nature of man and of art.	1
FERC has requested (see attached letter) data similar to the data we have  been ordered to provide beginning 1/1/01 but for the refund period that began  on 10/1/01 (i.e., they need data for the front end of the refund period:  Oct-Dec). December is due March 30. October and November due April 6. I am  working with commercial attornies (Steve C Hall) and with traders (Jeff  Richter and others) to prepare a report. We are ascertaining whether we can meet the March 30 deadline and may need to request an extension. An open question is the extent to which we need to submit transactions for  pricetaker bids. Since Jan 1 we have only reported transactions where the  bid was above the $150/MWh breakpoint. Using that criterion, we had no  transactions to report. There is also an open issue of how we report costs  since we are not generators.	0
For that, it's worth checking out.	1
Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.	2
you are one of the lead researchers on the project.  we need you.	0
Is this a final decision or are you still considering your options?	0
Investext offers immediate online delivery of original-image and full-text  research reports from more than 800 of the world's top investment banks,  market research firms, and trade associations. This product is designed to  provide all the information you need to know about a particular company,  industry, or market.	0
switching to the nikon d50 was like going from a horse and buggy to a ferrari	2
can you send down your rockies forecast again?  i need to look at your  numbers for the winter again.	0
I love my Kindle. I have the K2 but thinking about upgrading to the new model. .	1
you're the seat saver	0
great service very clean and friendly staff i will return	1
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.	1
do i need to just send you a check for $20 or should i just send the $50?  is  there just a tally at the end of the year with the payouts then?	0
Nice work Phyllis, you beat the absolute clown who posts spam on every Facebook page!	1
This device is great in several situations:1.)	1
Fits comfortably, came with three sizes of earbud tips.	1
The best phone in market :).	1
It was not good.	2
As someone who LOVES to read but has a lacking vocabulary, I LOVE the built in dictionary. It really helped me get over one of my two major reading hurdles. Now if somehow the Kindle can make me read faster, Ill be all set :P	1
The transfers are very good.	1
i am gonna drive my new ride.  hopefully i pick it up today.  it is so nice.   i don't need a car this nice but what the hell.  how much is your mo. note  gonna be on your house?	0
i didn't get your message until i got home.  we will probably head over there  around 5 or earlier.  i will give you a call before we head out.	0
I drafted the attached at Alan's request. Alan, I hope it's close to what you had in mind.	0
what are you doing?  are you coming to hang out tonight?  i need some good  luck.	0
so good so so good i lived in nyc for 3 years and never found any falafel that was even close to being this good if i could id give them 10 stars	1
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.	2
my status is questionable now.	0
Warning - Stay away.	2
Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.	2
going out this weekend?  golf maybe tomorrow.	0
I'm not eating here!	2
I don't follow the question of RFP and the attached memo.	0
I think this restaurant suffers from not trying hard enough.	2
i'm in	0
The University of California and the California State University system are  accusing energy giant Enron of breaking contracts to provide low-cost  electricity to state campuses so the company can sell the power at higher  prices on the spot market. The two university systems are asking a federal judge to block the Houston-  based energy broker from abandoning four-year contracts. Those contracts  guaranteed the universities a reliable supply of power at prices 5 percent  below the capped rate created under the state's 1996 deregulation law. The schools say Enron Energy Systems Inc., which promised them protection  from the uncertainties of California's deregulation, is now trying to force  them to rely on Pacific Gas and Electric Co. and Southern California Edison  -- the two utilities nearly bankrupted by skyrocketing electricity prices. Enron says the universities will still be guaranteed the price provided in  the contracts until the deals run out in March 2002. But at least some of the  electricity will now have to be purchased for the campuses by the state  Department of Water Resources on the expensive spot market. Prices on the short-term market can be many times greater than prices in  long-term deals like those between Enron and the universities. The state or  utilities, which cannot charge customers the full cost of electricity because  of the rate cap, would be liable for the difference between the current  utility rate and the spot market cost. The state, which stepped in as buyer of power in January after the debt-  ridden utilities defaulted on payments to power plants, has already spent  $3.2 billion buying electricity for utility customers. If Enron gets out of  its contracts with UC and CSU, the state also would have to buy as much as  450 megawatts for the two universities. That's enough to power 450,000 homes. In a civil complaint filed Friday in federal court in Oakland, the  universities contend that Enron wants to be free to take advantage of soaring  market prices for electricity by reselling low-cost power it controls under  contracts originally meant to serve the college campuses. Enron is seeking to capitalize on the energy crisis to reap enormous  profits, the civil suit alleges. Enron spokeswoman Peggy Mahoney denied the accusation. We do not have any power purchased in blocks, Mahoney said. It is  fundamentally not true. Nettie Hoge, executive director of the Utility Reform Network in San  Francisco, called the move by Enron outrageous. These people have been gouging us and making profits, she said. If they  are making less on some long-term contracts, they should stay with it. Marty Sunde, vice chairman of Enron Energy Services, said he was shocked by  the lawsuit and believes it is driven by fear of the unknown. We absolutely, positively are honoring our contract, Sunde said. (The  universities) have a 5 percent discount off the frozen tariff rate. Mahoney said Enron will continue to honor other terms of the contracts by  providing billing and advice on how the colleges can minimize their energy  use. But Eric Behrens, an attorney for UC, said Enron cannot fulfill those parts  of the contracts because it has asked the utilities to rip out thousands of  meters that provided information to the company about electricity use on the  campuses. The utilities are installing their own meters at the schools. Behrens said UC, one of the largest single users of electricity in the state,  went through a laborious process to shift onto Enron's system, spending  $1,500 for each of the 2,000 new meters. Even if Enron honors the low rate until the contracts expire, Behrens said,  its abrogation of the deals could expose UC and CSU to extra costs of as much  as $297 million in coming years by forcing them to become utility customers  again.	0
Cute, quaint, simple, honest.	1
Great charger.	1
Sydni Marie Robinson was born on 3/18/01 at 12:39 p.m. She weighed 8 pounds  and 7 ounces and was 20 inches long.  Baby and mother are doing great. Father sounds exhausted. Ginger, I didn't know if you wanted to send this out to the group.	0
lets go to new orleans.  that sounds good to me.  i don't know how i got such  a good deal but i am psyched up.  i can't wait.	0
You have been added to the RRGA-L mailing list (RTO West Congestion Model Content Group) by Keith Dalia <kadalia@BPA.GOV>. Please save this message for future reference, especially if this is the first time you subscribe to an electronic mailing list. If you ever need to leave the list, you will find the necessary instructions below. Perhaps more importantly, saving a copy of this message (and of all future subscription notices from other mailing lists) in a special mail folder will give you instant access to the list of mailing lists that you are subscribed to. This may prove very useful the next time you go on vacation and need to leave the lists temporarily so as not to fill up your mailbox while you are away! You should also save the welcome messages from the list owners that you will occasionally receive after subscribing to a new list.	0
just a quick note on this camera i investigated this camera as well as the canon d20 and the nikon d70 for about two months before i decided to buy it but now that i have it i couldnt be happier	1
Background The ISO presently uses the SLIC application in that Outage Coordination operators manually enter outage information gathered from market participants via fax, e-mail or phone call. However, during the recent power crisis, it was determined that several smaller units were actually out of service simultaneously with other major outages and the lack of coordination caused serious operational problems that could have been avoided had the ISO had forehand knowledge of the market participant requirements. As a result, Executive Order D-23-01 was created by Governor Gray Davis to enhance management of the ISO controlled grid by ordering the ISO to request and coordinate the information of all generating facilities within the state of California capable of providing 10MW of power or more. In response to the critical problem at hand, the re-design and development of a web-interface SLIC application was implemented to address the way the outage information is collected and processed. This re-design proposes to automate as much as possible the verification, management and processing of outage requests and related information, with the objective of reducing workload and eliminating the generation of errors.	0
Attached you will find the draft of the Response of the Group to the Motion  for Relief from Stay filed by the Debtor. As an initial caveat, we have  prepared this as the scrivener for the Group. Like the rest of the Group, we  have not specifically reviewed the substance of this with our client and we  reserve the right to suggest changes based on our client's comments, as we  expect the rest of the Group will. In addition, we have the following  comments: 1. In carefully analyzing the Motion for Relief from Stay as part of  preparing this Response, we became convinced that the Debtor meant that the  preliminary injunction was to remain effective and does not intend to grant  general relief from stay as to the Federal District Court action. It seems  to us that the Debtor is basically saying by this motion that we should  proceed in front of FERC, but nobody has the prerogative, without seeking  further relief of stay from the court, to proceed outside of FERC to resolve  the charge-back issues. Accordingly, we did not feel it was appropriate to  address this issue in the response. The Group may want to consider  approaching Debtor's counsel on this issue. 2. Technically, by asking the Court to include the Amendment 22 proceeding  as part of the Relief from Stay, we are expanding the relief. We have tried  to soft sell this issue as was suggested by the Group to suggest that this is  simply a related proceeding that is required to go forward to grant complete  relief as part of the Debtor's motion. If the Debtor objects to the expanded  relief, the court will likely not grant it because it was not specifically  the subject of the motion. We probably need to lobby Debtor's counsel to  help get this accomplished without the requirement of filing an additional  motion for relief. 3. Check Exhibit A to make sure that all parties are listed and the  appropriate counsel is listed. I am trying to simply list the bankruptcy  counsel so that Debtor's counsel knows initially who to contact if there is  any question relative to a party. We have not intentionally left anybody  off. If someone is missing, it is inadvertent and we will certainly add them  to the list. If there are others of your Group who should receive this, please forward it  to the other members of group. We have set up a conference call at 12:15 E.T. to discuss this matter. The  dial-in number is 1-800-569-0883. The confirmation number is 5096040. If  you have any questions prior to that time you may contact Carl Eklund in New  York at 212/424-8482 or Jim Huemoeller at 303/291-2632.	0
We're flying back East on Sunday. You are invited to come over Friday evening, if you like. Some of our other friends have asked to get together so we're inviting people for pot luck. we'll supply the beer. Feel free to bring your mom too. Or we could do something else, before Sunday.	0
Is it possible for a movie to get any worse than this?	2
tried olympus evolt e500 and the auto white balance on it was worse	2
I've missed numerous calls because of this reason.	2
Definitely worth checking out.	1
i just spoke to someone who said they would make sure you get in for an  interview.  i will know more in a couple of days.	0
February 28, 2001 Conference Call Agenda ? California  ? New York  ? MISO/Alliance  ? NARUC Meetings  ? Gas Issues	0
